usage_id,customer_id,workspace_id,usage_date,active_users,workflows_run,sla_breach_count,ingested_at
USE-0023-0036,CUST-0023,WS-0023,2026-07-09,24,96,1,2026-07-09T02:00:00Z
USE-0023-0037,CUST-0023,WS-0023,2026-07-10,23,92,2,2026-07-10T02:00:00Z
USE-0023-0038,CUST-0023,WS-0023,2026-07-11,27,135,1,2026-07-11T02:00:00Z
USE-0023-0039,CUST-0023,WS-0023,2026-07-12,23,115,2,2026-07-12T02:00:00Z
USE-0023-0040,CUST-0023,WS-0023,2026-07-13,23,92,0,2026-07-13T02:00:00Z
USE-0023-0041,CUST-0023,WS-0023,2026-07-14,22,66,0,2026-07-14T02:00:00Z
USE-0023-0042,CUST-0023,WS-0023,2026-07-15,28,168,0,2026-07-15T02:00:00Z
USE-0023-0043,CUST-0023,WS-0023,2026-07-16,22,88,2,2026-07-16T02:00:00Z
USE-0023-0044,CUST-0023,WS-0023,2026-07-17,27,162,2,2026-07-17T02:00:00Z
USE-0023-0045,CUST-0023,WS-0023,2026-07-18,30,180,2,2026-07-18T02:00:00Z
USE-0023-0046,CUST-0023,WS-0023,2026-07-19,23,138,2,2026-07-19T02:00:00Z
USE-0023-0047,CUST-0023,WS-0023,2026-07-20,27,162,1,2026-07-20T02:00:00Z
USE-0023-0048,CUST-0023,WS-0023,2026-07-21,26,104,0,2026-07-21T02:00:00Z
USE-0023-0049,CUST-0023,WS-0023,2026-07-22,27,81,2,2026-07-22T02:00:00Z
USE-0023-0050,CUST-0023,WS-0023,2026-07-23,28,112,2,2026-07-23T02:00:00Z
USE-0023-0051,CUST-0023,WS-0023,2026-07-24,29,145,1,2026-07-24T02:00:00Z
USE-0023-0052,CUST-0023,WS-0023,2026-07-25,29,145,0,2026-07-25T02:00:00Z
USE-0023-0053,CUST-0023,WS-0023,2026-07-26,21,126,2,2026-07-26T02:00:00Z
USE-0023-0054,CUST-0023,WS-0023,2026-07-27,26,78,2,2026-07-27T02:00:00Z
USE-0023-0055,CUST-0023,WS-0023,2026-07-28,28,84,0,2026-07-28T02:00:00Z
USE-0023-0056,CUST-0023,WS-0023,2026-07-29,29,145,1,2026-07-29T02:00:00Z
USE-0023-0057,CUST-0023,WS-0023,2026-07-30,29,87,2,2026-07-30T02:00:00Z
USE-0023-0058,CUST-0023,WS-0023,2026-07-31,30,90,0,2026-07-31T02:00:00Z
USE-0023-0059,CUST-0023,WS-0023,2026-08-01,28,84,2,2026-08-01T02:00:00Z
USE-0023-0060,CUST-0023,WS-0023,2026-08-02,29,145,2,2026-08-02T02:00:00Z
USE-0023-0061,CUST-0023,WS-0023,2026-08-03,0,35,2,2026-08-03T02:00:00Z
USE-0023-0062,CUST-0023,WS-0023,2026-08-04,0,56,1,2026-08-04T02:00:00Z
USE-0023-0063,CUST-0023,WS-0023,2026-08-05,4,104,2,2026-08-05T02:00:00Z
USE-0023-0064,CUST-0023,WS-0023,2026-08-06,1,86,1,2026-08-06T02:00:00Z
USE-0023-0065,CUST-0023,WS-0023,2026-08-07,0,55,0,2026-08-07T02:00:00Z
USE-0023-0066,CUST-0023,WS-0023,2026-08-08,0,35,2,2026-08-08T02:00:00Z
USE-0023-0067,CUST-0023,WS-0023,2026-08-09,5,80,0,2026-08-09T02:00:00Z
USE-0023-0068,CUST-0023,WS-0023,2026-08-10,3,42,2,2026-08-10T02:00:00Z
USE-0023-0069,CUST-0023,WS-0023,2026-08-11,0,35,2,2026-08-11T02:00:00Z
USE-0023-0070,CUST-0023,WS-0023,2026-08-12,5,20,1,2026-08-12T02:00:00Z
USE-0023-0071,CUST-0023,WS-0023,2026-08-13,3,14,0,2026-08-13T02:00:00Z
USE-0023-0072,CUST-0023,WS-0023,2026-08-14,4,17,1,2026-08-14T02:00:00Z
USE-0023-0073,CUST-0023,WS-0023,2026-08-15,0,30,2,2026-08-15T02:00:00Z
USE-0023-0074,CUST-0023,WS-0023,2026-08-16,0,55,1,2026-08-16T02:00:00Z
USE-0023-0075,CUST-0023,WS-0023,2026-08-17,0,0,2,2026-08-17T02:00:00Z
USE-0023-0076,CUST-0023,WS-0023,2026-08-18,0,22,2,2026-08-18T02:00:00Z
USE-0023-0077,CUST-0023,WS-0023,2026-08-19,3,70,0,2026-08-19T02:00:00Z
USE-0023-0078,CUST-0023,WS-0023,2026-08-20,0,30,1,2026-08-20T02:00:00Z
USE-0023-0079,CUST-0023,WS-0023,2026-08-21,0,0,1,2026-08-21T02:00:00Z
USE-0023-0080,CUST-0023,WS-0023,2026-08-22,0,18,2,2026-08-22T02:00:00Z
USE-0023-0081,CUST-0023,WS-0023,2026-08-23,0,68,1,2026-08-23T02:00:00Z
USE-0023-0082,CUST-0023,WS-0023,2026-08-24,2,38,2,2026-08-24T02:00:00Z
USE-0023-0083,CUST-0023,WS-0023,2026-08-25,3,42,0,2026-08-25T02:00:00Z
USE-0023-0084,CUST-0023,WS-0023,2026-08-26,5,80,0,2026-08-26T02:00:00Z
USE-0023-0085,CUST-0023,WS-0023,2026-08-27,0,5,0,2026-08-27T02:00:00Z
USE-0023-0086,CUST-0023,WS-0023,2026-08-28,0,68,1,2026-08-28T02:00:00Z
USE-0023-0087,CUST-0023,WS-0023,2026-08-29,3,70,1,2026-08-29T02:00:00Z
USE-0023-0088,CUST-0023,WS-0023,2026-08-30,4,46,1,2026-08-30T02:00:00Z
USE-0023-0089,CUST-0023,WS-0023,2026-08-31,2,92,1,2026-08-31T02:00:00Z
USE-0023-0090,CUST-0023,WS-0023,2026-09-01,0,68,0,2026-09-01T02:00:00Z
USE-0024-0001,CUST-0024,WS-0024,2026-06-04,29,174,2,2026-06-04T02:00:00Z
USE-0024-0002,CUST-0024,WS-0024,2026-06-05,27,81,0,2026-06-05T02:00:00Z
USE-0024-0003,CUST-0024,WS-0024,2026-06-06,30,150,1,2026-06-06T02:00:00Z
USE-0024-0004,CUST-0024,WS-0024,2026-06-07,31,155,1,2026-06-07T02:00:00Z
USE-0024-0005,CUST-0024,WS-0024,2026-06-08,26,130,0,2026-06-08T02:00:00Z
USE-0024-0006,CUST-0024,WS-0024,2026-06-09,26,156,1,2026-06-09T02:00:00Z
USE-0024-0007,CUST-0024,WS-0024,2026-06-10,25,100,2,2026-06-10T02:00:00Z
USE-0024-0008,CUST-0024,WS-0024,2026-06-11,27,108,1,2026-06-11T02:00:00Z
USE-0024-0009,CUST-0024,WS-0024,2026-06-12,30,90,2,2026-06-12T02:00:00Z
USE-0024-0010,CUST-0024,WS-0024,2026-06-13,22,66,0,2026-06-13T02:00:00Z
USE-0024-0011,CUST-0024,WS-0024,2026-06-14,28,84,2,2026-06-14T02:00:00Z
USE-0024-0012,CUST-0024,WS-0024,2026-06-15,23,138,1,2026-06-15T02:00:00Z
USE-0024-0013,CUST-0024,WS-0024,2026-06-16,25,125,1,2026-06-16T02:00:00Z
USE-0024-0014,CUST-0024,WS-0024,2026-06-17,25,75,0,2026-06-17T02:00:00Z
USE-0024-0015,CUST-0024,WS-0024,2026-06-18,31,93,0,2026-06-18T02:00:00Z
USE-0024-0016,CUST-0024,WS-0024,2026-06-19,31,124,2,2026-06-19T02:00:00Z
USE-0024-0017,CUST-0024,WS-0024,2026-06-20,23,69,0,2026-06-20T02:00:00Z
USE-0024-0018,CUST-0024,WS-0024,2026-06-21,31,124,1,2026-06-21T02:00:00Z
USE-0024-0019,CUST-0024,WS-0024,2026-06-22,31,124,0,2026-06-22T02:00:00Z
USE-0024-0020,CUST-0024,WS-0024,2026-06-23,24,120,1,2026-06-23T02:00:00Z
USE-0024-0021,CUST-0024,WS-0024,2026-06-24,29,87,2,2026-06-24T02:00:00Z
USE-0024-0022,CUST-0024,WS-0024,2026-06-25,29,145,1,2026-06-25T02:00:00Z
USE-0024-0023,CUST-0024,WS-0024,2026-06-26,27,135,0,2026-06-26T02:00:00Z
USE-0024-0024,CUST-0024,WS-0024,2026-06-27,23,115,0,2026-06-27T02:00:00Z
USE-0024-0025,CUST-0024,WS-0024,2026-06-28,28,168,1,2026-06-28T02:00:00Z
USE-0024-0026,CUST-0024,WS-0024,2026-06-29,22,110,1,2026-06-29T02:00:00Z
USE-0024-0027,CUST-0024,WS-0024,2026-06-30,24,144,0,2026-06-30T02:00:00Z
USE-0024-0028,CUST-0024,WS-0024,2026-07-01,29,116,2,2026-07-01T02:00:00Z
USE-0024-0029,CUST-0024,WS-0024,2026-07-02,28,112,2,2026-07-02T02:00:00Z
USE-0024-0030,CUST-0024,WS-0024,2026-07-03,29,87,0,2026-07-03T02:00:00Z
USE-0024-0031,CUST-0024,WS-0024,2026-07-04,30,180,0,2026-07-04T02:00:00Z
USE-0024-0032,CUST-0024,WS-0024,2026-07-05,31,93,1,2026-07-05T02:00:00Z
USE-0024-0033,CUST-0024,WS-0024,2026-07-06,26,78,0,2026-07-06T02:00:00Z
USE-0024-0034,CUST-0024,WS-0024,2026-07-07,23,69,2,2026-07-07T02:00:00Z
USE-0024-0035,CUST-0024,WS-0024,2026-07-08,26,156,0,2026-07-08T02:00:00Z
USE-0024-0036,CUST-0024,WS-0024,2026-07-09,29,116,2,2026-07-09T02:00:00Z
USE-0024-0037,CUST-0024,WS-0024,2026-07-10,22,66,2,2026-07-10T02:00:00Z
USE-0024-0038,CUST-0024,WS-0024,2026-07-11,28,140,0,2026-07-11T02:00:00Z
USE-0024-0039,CUST-0024,WS-0024,2026-07-12,27,162,2,2026-07-12T02:00:00Z
USE-0024-0040,CUST-0024,WS-0024,2026-07-13,22,132,1,2026-07-13T02:00:00Z
USE-0024-0041,CUST-0024,WS-0024,2026-07-14,28,168,2,2026-07-14T02:00:00Z
USE-0024-0042,CUST-0024,WS-0024,2026-07-15,23,92,0,2026-07-15T02:00:00Z
USE-0024-0043,CUST-0024,WS-0024,2026-07-16,28,168,0,2026-07-16T02:00:00Z
USE-0024-0044,CUST-0024,WS-0024,2026-07-17,31,155,1,2026-07-17T02:00:00Z
USE-0024-0045,CUST-0024,WS-0024,2026-07-18,26,156,0,2026-07-18T02:00:00Z
USE-0024-0046,CUST-0024,WS-0024,2026-07-19,23,115,2,2026-07-19T02:00:00Z
USE-0024-0047,CUST-0024,WS-0024,2026-07-20,27,81,1,2026-07-20T02:00:00Z
USE-0024-0048,CUST-0024,WS-0024,2026-07-21,26,104,0,2026-07-21T02:00:00Z
USE-0024-0049,CUST-0024,WS-0024,2026-07-22,30,90,1,2026-07-22T02:00:00Z
USE-0024-0050,CUST-0024,WS-0024,2026-07-23,25,125,2,2026-07-23T02:00:00Z
USE-0024-0051,CUST-0024,WS-0024,2026-07-24,28,84,2,2026-07-24T02:00:00Z
USE-0024-0052,CUST-0024,WS-0024,2026-07-25,27,162,0,2026-07-25T02:00:00Z
USE-0024-0053,CUST-0024,WS-0024,2026-07-26,29,116,0,2026-07-26T02:00:00Z
USE-0024-0054,CUST-0024,WS-0024,2026-07-27,22,88,0,2026-07-27T02:00:00Z
USE-0024-0055,CUST-0024,WS-0024,2026-07-28,31,124,1,2026-07-28T02:00:00Z
USE-0024-0056,CUST-0024,WS-0024,2026-07-29,28,84,2,2026-07-29T02:00:00Z
USE-0024-0057,CUST-0024,WS-0024,2026-07-30,26,156,2,2026-07-30T02:00:00Z
USE-0024-0058,CUST-0024,WS-0024,2026-07-31,29,87,0,2026-07-31T02:00:00Z
USE-0024-0059,CUST-0024,WS-0024,2026-08-01,27,81,1,2026-08-01T02:00:00Z
USE-0024-0060,CUST-0024,WS-0024,2026-08-02,22,132,0,2026-08-02T02:00:00Z
USE-0024-0061,CUST-0024,WS-0024,2026-08-03,25,150,2,2026-08-03T02:00:00Z
USE-0024-0062,CUST-0024,WS-0024,2026-08-04,30,120,2,2026-08-04T02:00:00Z
USE-0024-0063,CUST-0024,WS-0024,2026-08-05,31,124,0,2026-08-05T02:00:00Z
USE-0024-0064,CUST-0024,WS-0024,2026-08-06,22,88,1,2026-08-06T02:00:00Z
USE-0024-0065,CUST-0024,WS-0024,2026-08-07,22,132,2,2026-08-07T02:00:00Z
USE-0024-0066,CUST-0024,WS-0024,2026-08-08,22,88,2,2026-08-08T02:00:00Z
USE-0024-0067,CUST-0024,WS-0024,2026-08-09,24,72,0,2026-08-09T02:00:00Z
USE-0024-0068,CUST-0024,WS-0024,2026-08-10,22,110,0,2026-08-10T02:00:00Z
USE-0024-0069,CUST-0024,WS-0024,2026-08-11,29,116,2,2026-08-11T02:00:00Z
USE-0024-0070,CUST-0024,WS-0024,2026-08-12,23,69,0,2026-08-12T02:00:00Z
USE-0024-0071,CUST-0024,WS-0024,2026-08-13,29,116,0,2026-08-13T02:00:00Z
USE-0024-0072,CUST-0024,WS-0024,2026-08-14,25,150,1,2026-08-14T02:00:00Z
USE-0024-0073,CUST-0024,WS-0024,2026-08-15,28,140,0,2026-08-15T02:00:00Z
USE-0024-0074,CUST-0024,WS-0024,2026-08-16,31,124,1,2026-08-16T02:00:00Z
USE-0024-0075,CUST-0024,WS-0024,2026-08-17,25,75,2,2026-08-17T02:00:00Z
USE-0024-0076,CUST-0024,WS-0024,2026-08-18,24,120,0,2026-08-18T02:00:00Z
USE-0024-0077,CUST-0024,WS-0024,2026-08-19,23,115,0,2026-08-19T02:00:00Z
USE-0024-0078,CUST-0024,WS-0024,2026-08-20,28,112,2,2026-08-20T02:00:00Z
USE-0024-0079,CUST-0024,WS-0024,2026-08-21,27,108,1,2026-08-21T02:00:00Z
USE-0024-0080,CUST-0024,WS-0024,2026-08-22,25,75,0,2026-08-22T02:00:00Z
USE-0024-0081,CUST-0024,WS-0024,2026-08-23,23,138,0,2026-08-23T02:00:00Z
USE-0024-0082,CUST-0024,WS-0024,2026-08-24,22,132,0,2026-08-24T02:00:00Z
USE-0024-0083,CUST-0024,WS-0024,2026-08-25,22,66,0,2026-08-25T02:00:00Z
USE-0024-0084,CUST-0024,WS-0024,2026-08-26,23,115,1,2026-08-26T02:00:00Z
USE-0024-0085,CUST-0024,WS-0024,2026-08-27,29,116,0,2026-08-27T02:00:00Z
USE-0024-0086,CUST-0024,WS-0024,2026-08-28,24,120,2,2026-08-28T02:00:00Z
USE-0024-0087,CUST-0024,WS-0024,2026-08-29,29,174,0,2026-08-29T02:00:00Z
USE-0024-0088,CUST-0024,WS-0024,2026-08-30,24,72,2,2026-08-30T02:00:00Z
USE-0024-0089,CUST-0024,WS-0024,2026-08-31,24,144,2,2026-08-31T02:00:00Z
USE-0024-0090,CUST-0024,WS-0024,2026-09-01,23,115,1,2026-09-01T02:00:00Z
USE-0025-0001,CUST-0025,WS-0025,2026-06-04,23,92,0,2026-06-04T02:00:00Z
USE-0025-0002,CUST-0025,WS-0025,2026-06-05,24,72,2,2026-06-05T02:00:00Z
USE-0025-0003,CUST-0025,WS-0025,2026-06-06,28,112,1,2026-06-06T02:00:00Z
USE-0025-0004,CUST-0025,WS-0025,2026-06-07,26,130,0,2026-06-07T02:00:00Z
USE-0025-0005,CUST-0025,WS-0025,2026-06-08,26,78,0,2026-06-08T02:00:00Z
USE-0025-0006,CUST-0025,WS-0025,2026-06-09,30,180,0,2026-06-09T02:00:00Z
USE-0025-0007,CUST-0025,WS-0025,2026-06-10,25,75,0,2026-06-10T02:00:00Z
USE-0025-0008,CUST-0025,WS-0025,2026-06-11,28,140,0,2026-06-11T02:00:00Z
USE-0025-0009,CUST-0025,WS-0025,2026-06-12,29,145,1,2026-06-12T02:00:00Z
USE-0025-0010,CUST-0025,WS-0025,2026-06-13,32,192,0,2026-06-13T02:00:00Z
USE-0025-0011,CUST-0025,WS-0025,2026-06-14,24,72,2,2026-06-14T02:00:00Z
USE-0025-0012,CUST-0025,WS-0025,2026-06-15,25,100,0,2026-06-15T02:00:00Z
USE-0025-0013,CUST-0025,WS-0025,2026-06-16,30,90,0,2026-06-16T02:00:00Z
USE-0025-0014,CUST-0025,WS-0025,2026-06-17,26,156,2,2026-06-17T02:00:00Z
USE-0025-0015,CUST-0025,WS-0025,2026-06-18,32,160,1,2026-06-18T02:00:00Z
USE-0025-0016,CUST-0025,WS-0025,2026-06-19,26,130,0,2026-06-19T02:00:00Z
USE-0025-0017,CUST-0025,WS-0025,2026-06-20,24,120,0,2026-06-20T02:00:00Z
USE-0025-0018,CUST-0025,WS-0025,2026-06-21,24,96,2,2026-06-21T02:00:00Z
USE-0025-0019,CUST-0025,WS-0025,2026-06-22,29,116,1,2026-06-22T02:00:00Z
USE-0025-0020,CUST-0025,WS-0025,2026-06-23,26,78,1,2026-06-23T02:00:00Z
USE-0025-0021,CUST-0025,WS-0025,2026-06-24,32,192,0,2026-06-24T02:00:00Z
USE-0025-0022,CUST-0025,WS-0025,2026-06-25,29,116,0,2026-06-25T02:00:00Z
USE-0025-0023,CUST-0025,WS-0025,2026-06-26,32,192,0,2026-06-26T02:00:00Z
USE-0025-0024,CUST-0025,WS-0025,2026-06-27,29,145,0,2026-06-27T02:00:00Z
USE-0025-0025,CUST-0025,WS-0025,2026-06-28,30,120,2,2026-06-28T02:00:00Z
USE-0025-0026,CUST-0025,WS-0025,2026-06-29,28,140,0,2026-06-29T02:00:00Z
USE-0025-0027,CUST-0025,WS-0025,2026-06-30,28,112,0,2026-06-30T02:00:00Z
USE-0025-0028,CUST-0025,WS-0025,2026-07-01,32,96,1,2026-07-01T02:00:00Z
USE-0025-0029,CUST-0025,WS-0025,2026-07-02,25,75,1,2026-07-02T02:00:00Z
USE-0025-0030,CUST-0025,WS-0025,2026-07-03,30,180,0,2026-07-03T02:00:00Z
USE-0025-0031,CUST-0025,WS-0025,2026-07-04,28,112,1,2026-07-04T02:00:00Z
USE-0025-0032,CUST-0025,WS-0025,2026-07-05,32,128,2,2026-07-05T02:00:00Z
USE-0025-0033,CUST-0025,WS-0025,2026-07-06,32,128,2,2026-07-06T02:00:00Z
USE-0025-0034,CUST-0025,WS-0025,2026-07-07,31,124,0,2026-07-07T02:00:00Z
USE-0025-0035,CUST-0025,WS-0025,2026-07-08,29,174,0,2026-07-08T02:00:00Z
USE-0025-0036,CUST-0025,WS-0025,2026-07-09,32,192,1,2026-07-09T02:00:00Z
USE-0025-0037,CUST-0025,WS-0025,2026-07-10,27,81,2,2026-07-10T02:00:00Z
USE-0025-0038,CUST-0025,WS-0025,2026-07-11,29,116,0,2026-07-11T02:00:00Z
USE-0025-0039,CUST-0025,WS-0025,2026-07-12,28,168,2,2026-07-12T02:00:00Z
USE-0025-0040,CUST-0025,WS-0025,2026-07-13,26,104,2,2026-07-13T02:00:00Z
USE-0025-0041,CUST-0025,WS-0025,2026-07-14,23,138,0,2026-07-14T02:00:00Z
USE-0025-0042,CUST-0025,WS-0025,2026-07-15,23,138,2,2026-07-15T02:00:00Z
USE-0025-0043,CUST-0025,WS-0025,2026-07-16,31,93,1,2026-07-16T02:00:00Z
USE-0025-0044,CUST-0025,WS-0025,2026-07-17,31,186,1,2026-07-17T02:00:00Z
USE-0025-0045,CUST-0025,WS-0025,2026-07-18,24,144,1,2026-07-18T02:00:00Z
USE-0025-0046,CUST-0025,WS-0025,2026-07-19,26,78,2,2026-07-19T02:00:00Z
USE-0025-0047,CUST-0025,WS-0025,2026-07-20,23,138,0,2026-07-20T02:00:00Z
USE-0025-0048,CUST-0025,WS-0025,2026-07-21,25,125,1,2026-07-21T02:00:00Z
USE-0025-0049,CUST-0025,WS-0025,2026-07-22,26,78,0,2026-07-22T02:00:00Z
USE-0025-0050,CUST-0025,WS-0025,2026-07-23,30,150,0,2026-07-23T02:00:00Z
USE-0025-0051,CUST-0025,WS-0025,2026-07-24,30,90,1,2026-07-24T02:00:00Z
USE-0025-0052,CUST-0025,WS-0025,2026-07-25,30,120,2,2026-07-25T02:00:00Z
USE-0025-0053,CUST-0025,WS-0025,2026-07-26,29,116,1,2026-07-26T02:00:00Z
USE-0025-0054,CUST-0025,WS-0025,2026-07-27,30,90,2,2026-07-27T02:00:00Z
USE-0025-0055,CUST-0025,WS-0025,2026-07-28,24,144,2,2026-07-28T02:00:00Z
USE-0025-0056,CUST-0025,WS-0025,2026-07-29,28,84,1,2026-07-29T02:00:00Z
USE-0025-0057,CUST-0025,WS-0025,2026-07-30,29,145,2,2026-07-30T02:00:00Z
USE-0025-0058,CUST-0025,WS-0025,2026-07-31,32,128,2,2026-07-31T02:00:00Z
USE-0025-0059,CUST-0025,WS-0025,2026-08-01,24,120,2,2026-08-01T02:00:00Z
USE-0025-0060,CUST-0025,WS-0025,2026-08-02,23,115,0,2026-08-02T02:00:00Z
USE-0025-0061,CUST-0025,WS-0025,2026-08-03,24,144,1,2026-08-03T02:00:00Z
USE-0025-0062,CUST-0025,WS-0025,2026-08-04,30,90,1,2026-08-04T02:00:00Z
USE-0025-0063,CUST-0025,WS-0025,2026-08-05,28,112,2,2026-08-05T02:00:00Z
USE-0025-0064,CUST-0025,WS-0025,2026-08-06,31,93,2,2026-08-06T02:00:00Z
USE-0025-0065,CUST-0025,WS-0025,2026-08-07,26,104,1,2026-08-07T02:00:00Z
USE-0025-0066,CUST-0025,WS-0025,2026-08-08,26,78,2,2026-08-08T02:00:00Z
USE-0025-0067,CUST-0025,WS-0025,2026-08-09,30,120,2,2026-08-09T02:00:00Z
USE-0025-0068,CUST-0025,WS-0025,2026-08-10,26,130,1,2026-08-10T02:00:00Z
USE-0025-0069,CUST-0025,WS-0025,2026-08-11,27,162,1,2026-08-11T02:00:00Z
USE-0025-0070,CUST-0025,WS-0025,2026-08-12,23,69,1,2026-08-12T02:00:00Z
USE-0025-0071,CUST-0025,WS-0025,2026-08-13,28,168,1,2026-08-13T02:00:00Z
USE-0025-0072,CUST-0025,WS-0025,2026-08-14,31,93,1,2026-08-14T02:00:00Z
USE-0025-0073,CUST-0025,WS-0025,2026-08-15,31,155,1,2026-08-15T02:00:00Z
USE-0025-0074,CUST-0025,WS-0025,2026-08-16,32,160,2,2026-08-16T02:00:00Z
USE-0025-0075,CUST-0025,WS-0025,2026-08-17,24,96,1,2026-08-17T02:00:00Z
USE-0025-0076,CUST-0025,WS-0025,2026-08-18,24,72,1,2026-08-18T02:00:00Z
USE-0025-0077,CUST-0025,WS-0025,2026-08-19,25,125,0,2026-08-19T02:00:00Z
USE-0025-0078,CUST-0025,WS-0025,2026-08-20,24,96,1,2026-08-20T02:00:00Z
USE-0025-0079,CUST-0025,WS-0025,2026-08-21,24,96,1,2026-08-21T02:00:00Z
USE-0025-0080,CUST-0025,WS-0025,2026-08-22,25,100,2,2026-08-22T02:00:00Z
USE-0025-0081,CUST-0025,WS-0025,2026-08-23,23,115,1,2026-08-23T02:00:00Z
USE-0025-0082,CUST-0025,WS-0025,2026-08-24,31,124,1,2026-08-24T02:00:00Z
USE-0025-0083,CUST-0025,WS-0025,2026-08-25,28,168,1,2026-08-25T02:00:00Z
USE-0025-0084,CUST-0025,WS-0025,2026-08-26,23,115,0,2026-08-26T02:00:00Z
USE-0025-0085,CUST-0025,WS-0025,2026-08-27,24,72,0,2026-08-27T02:00:00Z
USE-0025-0086,CUST-0025,WS-0025,2026-08-28,31,155,1,2026-08-28T02:00:00Z
USE-0025-0087,CUST-0025,WS-0025,2026-08-29,32,160,2,2026-08-29T02:00:00Z
USE-0025-0088,CUST-0025,WS-0025,2026-08-30,28,168,2,2026-08-30T02:00:00Z
USE-0025-0089,CUST-0025,WS-0025,2026-08-31,31,186,1,2026-08-31T02:00:00Z
USE-0025-0090,CUST-0025,WS-0025,2026-09-01,27,108,1,2026-09-01T02:00:00Z
USE-0026-0001,CUST-0026,WS-0026,2026-06-04,28,112,1,2026-06-04T02:00:00Z
USE-0026-0002,CUST-0026,WS-0026,2026-06-05,29,145,0,2026-06-05T02:00:00Z
USE-0026-0003,CUST-0026,WS-0026,2026-06-06,26,130,1,2026-06-06T02:00:00Z
USE-0026-0004,CUST-0026,WS-0026,2026-06-07,31,124,2,2026-06-07T02:00:00Z
USE-0026-0005,CUST-0026,WS-0026,2026-06-08,26,130,0,2026-06-08T02:00:00Z
USE-0026-0006,CUST-0026,WS-0026,2026-06-09,26,104,0,2026-06-09T02:00:00Z
USE-0026-0007,CUST-0026,WS-0026,2026-06-10,27,81,0,2026-06-10T02:00:00Z
USE-0026-0008,CUST-0026,WS-0026,2026-06-11,29,116,1,2026-06-11T02:00:00Z
USE-0026-0009,CUST-0026,WS-0026,2026-06-12,28,140,0,2026-06-12T02:00:00Z
USE-0026-0010,CUST-0026,WS-0026,2026-06-13,27,81,2,2026-06-13T02:00:00Z
USE-0026-0011,CUST-0026,WS-0026,2026-06-14,29,145,0,2026-06-14T02:00:00Z
USE-0026-0012,CUST-0026,WS-0026,2026-06-15,29,174,2,2026-06-15T02:00:00Z
USE-0026-0013,CUST-0026,WS-0026,2026-06-16,26,130,0,2026-06-16T02:00:00Z
USE-0026-0014,CUST-0026,WS-0026,2026-06-17,24,144,1,2026-06-17T02:00:00Z
USE-0026-0015,CUST-0026,WS-0026,2026-06-18,26,156,1,2026-06-18T02:00:00Z
USE-0026-0016,CUST-0026,WS-0026,2026-06-19,26,78,2,2026-06-19T02:00:00Z
USE-0026-0017,CUST-0026,WS-0026,2026-06-20,32,160,2,2026-06-20T02:00:00Z
USE-0026-0018,CUST-0026,WS-0026,2026-06-21,28,168,1,2026-06-21T02:00:00Z
USE-0026-0019,CUST-0026,WS-0026,2026-06-22,33,132,2,2026-06-22T02:00:00Z
USE-0026-0020,CUST-0026,WS-0026,2026-06-23,31,155,2,2026-06-23T02:00:00Z
USE-0026-0021,CUST-0026,WS-0026,2026-06-24,25,150,0,2026-06-24T02:00:00Z
USE-0026-0022,CUST-0026,WS-0026,2026-06-25,26,78,1,2026-06-25T02:00:00Z
USE-0026-0023,CUST-0026,WS-0026,2026-06-26,24,144,2,2026-06-26T02:00:00Z
USE-0026-0024,CUST-0026,WS-0026,2026-06-27,27,162,1,2026-06-27T02:00:00Z
USE-0026-0025,CUST-0026,WS-0026,2026-06-28,25,125,0,2026-06-28T02:00:00Z
USE-0026-0026,CUST-0026,WS-0026,2026-06-29,33,132,2,2026-06-29T02:00:00Z
USE-0026-0027,CUST-0026,WS-0026,2026-06-30,32,128,1,2026-06-30T02:00:00Z
USE-0026-0028,CUST-0026,WS-0026,2026-07-01,27,81,0,2026-07-01T02:00:00Z
USE-0026-0029,CUST-0026,WS-0026,2026-07-02,32,192,2,2026-07-02T02:00:00Z
USE-0026-0030,CUST-0026,WS-0026,2026-07-03,25,150,0,2026-07-03T02:00:00Z
USE-0026-0031,CUST-0026,WS-0026,2026-07-04,31,155,2,2026-07-04T02:00:00Z
USE-0026-0032,CUST-0026,WS-0026,2026-07-05,33,99,2,2026-07-05T02:00:00Z
USE-0026-0033,CUST-0026,WS-0026,2026-07-06,29,174,0,2026-07-06T02:00:00Z
USE-0026-0034,CUST-0026,WS-0026,2026-07-07,30,150,1,2026-07-07T02:00:00Z
USE-0026-0035,CUST-0026,WS-0026,2026-07-08,29,87,1,2026-07-08T02:00:00Z
USE-0026-0036,CUST-0026,WS-0026,2026-07-09,29,145,1,2026-07-09T02:00:00Z
USE-0026-0037,CUST-0026,WS-0026,2026-07-10,31,93,0,2026-07-10T02:00:00Z
USE-0026-0038,CUST-0026,WS-0026,2026-07-11,31,186,1,2026-07-11T02:00:00Z
USE-0026-0039,CUST-0026,WS-0026,2026-07-12,28,112,2,2026-07-12T02:00:00Z
USE-0026-0040,CUST-0026,WS-0026,2026-07-13,30,180,0,2026-07-13T02:00:00Z
USE-0026-0041,CUST-0026,WS-0026,2026-07-14,33,99,0,2026-07-14T02:00:00Z
USE-0026-0042,CUST-0026,WS-0026,2026-07-15,27,135,1,2026-07-15T02:00:00Z
USE-0026-0043,CUST-0026,WS-0026,2026-07-16,32,160,0,2026-07-16T02:00:00Z
USE-0026-0044,CUST-0026,WS-0026,2026-07-17,33,198,0,2026-07-17T02:00:00Z
